doi,title,journal_title,year
10.21203/rs.3.rs-54205/v1,Auricular Acupuncture for Preoperative Anxiety - Protocol of Systematic Review and Meta-Analysis of Randomized Controlled Clinical Trials.,Research Square,2020
10.1101/2020.08.07.232322,Nerve fibers in the Tumor Microenvironment are co-localized with Tertiary Lymphoid Structures,bioRxiv (Cold Spring Harbor Laboratory),2020
10.1101/2020.08.07.241943,Robust Estimation of Noise for Electromagnetic Brain Imaging with the Champagne Algorithm,bioRxiv (Cold Spring Harbor Laboratory),2020
10.1101/2020.08.07.241307,Suppress me if you can: neurofeedback of the readiness potential,bioRxiv (Cold Spring Harbor Laboratory),2020
10.1101/2020.08.10.243691,CD40 provides immune privilege to the bone marrow hematopoietic niche,bioRxiv (Cold Spring Harbor Laboratory),2020
10.1101/2020.08.09.242727,Deep Learning assisted Peak Curation for large scale LC-MS Metabolomics,bioRxiv (Cold Spring Harbor Laboratory),2020
10.1101/2020.08.10.243774,Unification of Sparse Bayesian Learning Algorithms for Electromagnetic Brain Imaging with the Majorization Minimization Framework,bioRxiv (Cold Spring Harbor Laboratory),2020
10.1101/2020.08.08.20170654,Combined physical and cognitive training for older adults with and without cognitive impairment: A systematic review and network meta-analysis of randomized controlled trials,medRxiv (Cold Spring Harbor Laboratory),2020
10.1101/2020.08.12.237461,Assessment of ethanol-induced toxicity on iPSC-derived human dopaminergic neurons using a novel high-throughput mitochondrial neuronal health (MNH) assay,bioRxiv (Cold Spring Harbor Laboratory),2020
10.21203/rs.3.rs-57484/v1,Developmental Delay and Its Predictors Among Under-Five Uncomplicated Severe Acute Malnourished Children: a Cross-Sectional Study in Rural Areas of Pakistan,Research Square,2020
10.1101/2020.08.11.245860,Single amino acid-promoted reactions link a non-enzymatic chemical network to the early evolution of enzymatic pentose phosphate pathway,bioRxiv (Cold Spring Harbor Laboratory),2020
10.21203/rs.3.rs-57299/v1,Formula-fed and Clostridioides difficile infected neonatal piglets carry a highly diverse and abundant set of antimicrobial resistance genes,Research Square,2020
10.21203/rs.3.rs-56857/v1,Physicians’ Prescribing Behaviour and Clinical Practice Patterns for Allergic Rhinitis Management in Italy,Research Square,2020
10.1101/2020.08.13.249540,Timed mesodermal FGF and BMP govern the multi-step thyroid specification,bioRxiv (Cold Spring Harbor Laboratory),2020
10.1101/2020.08.11.20168773,Challenges and proposed solutions in making clinical research on COVID-19 ethical. A status quo analysis across German research ethics committees,medRxiv (Cold Spring Harbor Laboratory),2020
10.1101/2020.08.14.251405,Multisensory processes can compensate for attention deficits in schizophrenia,bioRxiv (Cold Spring Harbor Laboratory),2020
10.1101/2020.08.13.250464,At least seven distinct rotavirus genotype constellations in bats with evidence of reassortment and zoonotic transmissions,bioRxiv (Cold Spring Harbor Laboratory),2020
10.1101/2020.08.15.252320,A SARS-CoV-2 neutralizing antibody protects from lung pathology in a COVID-19 hamster model,bioRxiv (Cold Spring Harbor Laboratory),2020
10.21203/rs.3.rs-52131/v1,Alectinib Treatment Improves Photodynamic Therapy in Cancer Cell Lines of Different Origin,Research Square,2020
10.1101/2020.08.18.253740,Assessing Overall Reproducibility for Large-scale High-throughput MRI-based Association Studies,bioRxiv (Cold Spring Harbor Laboratory),2020
10.21203/rs.3.rs-38882/v3,Focal brain ischemia in mice does not cause electrophysiological signs of critical illness neuropathy,Research Square,2020
10.1101/2020.08.18.255935,IFITM proteins promote SARS-CoV-2 infection and are targets for virus inhibition,bioRxiv (Cold Spring Harbor Laboratory),2020
10.1101/2020.08.18.256164,Amino acids whose intracellular levels change most during aging alter chronological lifespan of fission yeast,bioRxiv (Cold Spring Harbor Laboratory),2020
10.1101/2020.08.19.257501,Accurate identification and quantification of commensal microbiota bound by host immunoglobulins,bioRxiv (Cold Spring Harbor Laboratory),2020
10.21203/rs.3.rs-60110/v1,Characteristics and Patient-reported Outcomes Associated to Dropout in Severely Affected Oncological Patients,Research Square,2020
10.21203/rs.3.rs-61571/v1,Circadian Rhythms in Septic Shock Patients,Research Square,2020
10.1101/2020.08.21.260638,Increased and synchronous recruitment of release sites underlies hippocampal mossy fiber presynaptic potentiation,bioRxiv (Cold Spring Harbor Laboratory),2020
10.1101/2020.08.18.20177113,Individualizing deep dynamic models for psychological resilience data,medRxiv (Cold Spring Harbor Laboratory),2020
10.1101/2020.08.21.261131,SOX11 is a lineage-dependency factor and master epigenetic regulator in neuroblastoma,bioRxiv (Cold Spring Harbor Laboratory),2020
10.21203/rs.3.rs-59381/v1,"The Patient, Investigator, Nurse, Carer Questionnaire (PINC-Q): A Cross-Sectional, Retrospective, Non-Interventional Study Exploring the Impact of Less Frequent Medication Administration with Paliperidone Palmitate 3-Monthly as Maintenance Treatment for Schizophrenia",Research Square,2020
10.1101/2020.08.18.20172072,Clinical and molecular heterogeneity of pineal parenchymal tumors: a consensus study,medRxiv (Cold Spring Harbor Laboratory),2020
10.1101/2020.08.18.255760,Identification of<i>MYOM2</i>as a candidate gene in hypertrophic cardiomyopathy and Tetralogy of Fallot and its functional evaluation in the<i>Drosophila</i>heart,bioRxiv (Cold Spring Harbor Laboratory),2020
10.1101/2020.08.21.20179671,Evidence for treatment with estradiol for women with SARS-CoV-2 infection,medRxiv (Cold Spring Harbor Laboratory),2020
10.1101/2020.08.21.262329,Impaired cytotoxic CD8+ T cell response in elderly COVID-19 patients,bioRxiv (Cold Spring Harbor Laboratory),2020
10.1101/2020.08.23.263160,Single-cell analysis of patient-derived PDAC organoids reveals cell state heterogeneity and a conserved developmental hierarchy,bioRxiv (Cold Spring Harbor Laboratory),2020
10.1101/2020.08.21.20177238,A 22-gene transcriptomic model indicating individual therapy durations in multidrug-resistant tuberculosis,medRxiv (Cold Spring Harbor Laboratory),2020
10.21203/rs.3.rs-57303/v1,Identification of Biomarkers of Hepatocellular Carcinoma&nbsp;Gene Prognosis Based on Immune-Related lncRNA Signature of Transcriptome Data,Research Square,2020
10.21203/rs.3.rs-24221/v2,Virtual Reality in Pain Therapy: A Requirements Analysis for Older Adults with Chronic Back Pain,Research Square,2020
10.1101/2020.08.26.263830,"Integrated Collection of Stem Cell Bank data, a data portal for standardized stem cell information",bioRxiv (Cold Spring Harbor Laboratory),2020
10.22541/au.159863286.67348303,Heterogeneity of the pharmacologic treatment of allergic rhinitis in Europe based on MIDAS and OTCims platforms,Authorea,2020
10.1101/2020.08.24.20181206,"Seroprevalence and correlates of SARS-CoV-2 neutralizing antibodies: Results from a population-based study in Bonn, Germany",medRxiv (Cold Spring Harbor Laboratory),2020
10.1101/2020.08.28.271742,Spontaneous neurotransmission at evocable synapses predicts their responsiveness to action potentials,bioRxiv (Cold Spring Harbor Laboratory),2020
10.21203/rs.3.rs-66050/v1,Pain in Nursing Homes Residents With and Without Cognitive Impairment. Results From Five Consecutive Multicenter Cross-sectional Surveys Carried Out Between 2014 and 2018 in Germany,Research Square,2020
10.21203/rs.3.rs-66217/v1,Computerized Cognitive Training in People with Depression: A Protocol for a Systematic Review and Meta-Analysis,Research Square,2020
10.1101/2020.09.01.277822,Gradual development of non-adjacent dependency learning during early childhood,bioRxiv (Cold Spring Harbor Laboratory),2020
10.21203/rs.3.rs-51820/v1,Intrauterine growth restriction in a cohort of migrants in Germany,Research Square,2020
http://arxiv.org/pdf/2009.00215.pdf,On The Usage Of Average Hausdorff Distance For Segmentation Performance Assessment: Hidden Bias When Used For Ranking,arXiv (Cornell University),2020
10.1101/2020.09.03.280990,Fast and inexpensive whole genome sequencing library preparation from intact yeast cells,bioRxiv (Cold Spring Harbor Laboratory),2020
10.21203/rs.3.rs-68789/v1,Osteochondral Live Slices as Physiological in-vitro Model of the Human Joint for High-throughput Applications,Research Square,2020
10.1101/2020.09.04.283648,PPM1D is a neuroblastoma oncogene and therapeutic target in childhood neural tumors,bioRxiv (Cold Spring Harbor Laboratory),2020
10.1101/2020.09.04.283200,Relationship between Regional White Matter Hyperintensities and Alpha Oscillations in Older Adults,bioRxiv (Cold Spring Harbor Laboratory),2020
10.1101/2020.09.05.20187898,Cohort Profile Update: GendAge and Berlin Aging Study II (BASE-II),medRxiv (Cold Spring Harbor Laboratory),2020
10.1101/2020.09.04.20188169,"In severe COVID-19, SARS-CoV-2 induces a chronic, TGF-β-dominated adaptive immune response",medRxiv (Cold Spring Harbor Laboratory),2020
10.1101/2020.09.08.280875,Prevention of EAE by PEGylated Antigenic Peptides,bioRxiv (Cold Spring Harbor Laboratory),2020
10.21203/rs.3.rs-73499/v1,Asphericity of Tumor FDG Uptake in Non-small Cell Lung Cancer: Reproducibility and Implications for Harmonization in Multicenter Studies,Research Square,2020
10.21203/rs.3.rs-62928/v1,Influence of Covariates on Involved Lymph Nodes in Primary Breast Cancer Patients: Mixture Distribution Zero-Inflated Modeling Methodological Framework,Research Square,2020
10.1101/2020.09.09.290338,Robust Preclinical Evidence in Somatic Cell Genome Editing: A Key Driver of Responsible and Efficient Therapeutic Innovations,bioRxiv (Cold Spring Harbor Laboratory),2020
10.1101/2020.09.10.291286,FRC-QE: A robust and comparable 3D microscopy image quality metric for cleared organoids,bioRxiv (Cold Spring Harbor Laboratory),2020
10.1101/2020.09.10.20190348,High efficacy of face masks explained by characteristic regimes of airborne SARS-CoV-2 virus abundance,medRxiv (Cold Spring Harbor Laboratory),2020
10.1101/2020.09.09.289280,Myogenic Vasoconstriction Requires Canonical G<sub>q/11</sub>Signaling of the Angiotensin II Type 1a Receptor in the Murine Vasculature,bioRxiv (Cold Spring Harbor Laboratory),2020
10.1101/2020.09.10.292409,Self-assembly of progenitor cells under the aegis of platelet factors facilitates human skin organoid formation and vascularized wound healing,bioRxiv (Cold Spring Harbor Laboratory),2020
10.1101/2020.09.08.285148,Specific induction of double negative B cells during protective and pathogenic immune responses,bioRxiv (Cold Spring Harbor Laboratory),2020
10.22541/au.159985960.08940161,Unmet medical needs in the treatment of atopic dermatitis in infants: An Expert consensus on safety and efficacy of pimecrolimus,Authorea,2020
10.1101/2020.09.11.292946,Human IFITM3 restricts Chikungunya virus and Mayaro virus infection and is susceptible to virus-mediated counteraction,bioRxiv (Cold Spring Harbor Laboratory),2020
10.1101/2020.09.12.20192922,Mapping genomic loci prioritises genes and implicates synaptic biology in schizophrenia,medRxiv (Cold Spring Harbor Laboratory),2020
10.21203/rs.3.rs-21915/v3,Blinding in electric current stimulation in subacute neglect patients with current densities of 0.8 A/m²: A cross-over pilot study,Research Square,2020
10.1101/2020.09.11.293811,Distributional Transformation improves Decoding Accuracy when Predicting Chronological Age from Structural MRI,bioRxiv (Cold Spring Harbor Laboratory),2020
10.1101/2020.09.14.296343,Interacting effects of frontal lobe neuroanatomy and working memory capacity to older listeners’ speech recognition in noise,bioRxiv (Cold Spring Harbor Laboratory),2020
10.21203/rs.3.rs-66724/v1,A Tablet ‐ Based Intervention for Activating Nursing Home Residents with Dementia: Results from a Cluster-Randomised Controlled Trial,Research Square,2020
10.21203/rs.3.rs-38370/v2,Health Assessment Questionnaire-Disability Index (HAQ-DI) use in modelling disease progression in diffuse cutaneous systemic sclerosis: an analysis from the EUSTAR database,Research Square,2020
10.1101/2020.09.17.20196733,"Aerosol emission of child voices during speaking, singing and shouting",medRxiv (Cold Spring Harbor Laboratory),2020
10.1101/2020.09.15.20193979,Decreased inflammatory cytokine production of antigen-specific CD4+T cells in NMDA receptor encephalitis,medRxiv (Cold Spring Harbor Laboratory),2020
10.1101/2020.09.16.20194571,Mortality outcomes with hydroxychloroquine and chloroquine in COVID-19: an international collaborative meta-analysis of randomized trials,medRxiv (Cold Spring Harbor Laboratory),2020
10.1101/2020.09.17.302158,"Expression of a modified astrocytic glutamate transporter alleviates Huntington’s hypokinesia, promotes synaptic glutamate clearance and counteracts potentially adverse EAAT2 interactions",bioRxiv (Cold Spring Harbor Laboratory),2020
10.22541/au.160071219.92201892,A ‘holistic’ sonographic view on congenital heart disease – how semiautomatic reconstruction eases the unveiling of abnormal cardiac anatomy part I: right heart anomalies,Authorea,2020
10.21203/rs.3.rs-72170/v1,Patient Safety in Outpatient Care: Results of A Multicenter Cross-Sectional Study About Medication Errors and Medication Management,Research Square,2020
10.1101/2020.09.22.20199471,Delayed viral clearance and exacerbated airway hyperinflammation in hypertensive COVID-19 patients,medRxiv (Cold Spring Harbor Laboratory),2020
10.21203/rs.3.rs-19496/v2,Influence of a 100-mile Ultramarathon on Heart Rate and Heart Rate Variability,Research Square,2020
10.1101/2020.09.23.308239,The COVID-19 PHARMACOME: A method for the rational selection of drug repurposing candidates from multimodal knowledge harmonization,bioRxiv (Cold Spring Harbor Laboratory),2020
10.1101/2020.09.23.20200089,Epidemiological measures for informing the general public during the SARS-CoV-2-outbreak: simulation study about bias by incomplete case-detection,medRxiv (Cold Spring Harbor Laboratory),2020
10.1101/2020.09.23.310144,Functionalized bead assay to measure 3-dimensional traction forces during T-cell activation,bioRxiv (Cold Spring Harbor Laboratory),2020
